,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
10,Mahalini,Kisah Sempurna,6gB7kLGZNkf5tkvWkzSGKR,78,0.537,0.486,11,-8.521,1,0.0336,0.51,1.65e-05,0.0817,0.0861,122.099,276019,4
11,Katy Perry,Hot N Cold,0MpMfwKNJKGYHUopXJCowl,1,0.706,0.842,7,-3.956,1,0.0417,7.73e-05,0.0,0.0688,0.861,132.032,220227,4
12,Harry Styles,As It Was,4LRPiXqCikLlN15c3yImP7,99,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
13,Hardik Vedanta,Islamic New Year 2022,63kjRQMoAaZeXqXdWBfEcs,0,0.158,0.0567,9,-24.076,0,0.0471,0.852,0.961,0.248,0.0366,108.669,278551,3
14,Ziva Magnolya,Peri Cintaku,5cASSQjKWI5ox8LykUtJGL,77,0.481,0.431,7,-8.095,1,0.039,0.804,0.000239,0.146,0.126,119.729,259878,4
15,ABBA,Dancing Queen,2MSJBd6NyTh3kN3PdqkRa3,0,0.512,0.93,9,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,231093,4
16,Tulus,Diri,2qgjqbi96IAOBzZFC6H57U,77,0.576,0.289,5,-9.389,1,0.0261,0.838,8.63e-05,0.085,0.485,96.103,240000,4
17,JMY,In the Year 2022,6iS4xloHDF6ek6JCIv8JT0,0,0.489,0.889,2,-7.016,0,0.0343,0.000302,0.868,0.664,0.328,119.978,132000,4
18,BTS,Yet To Come,10SRMwb9EuVS1K9rYsBfHQ,93,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,193594,4
19,ABBA,Mamma Mia,10FMqRC1D4xalm61hgf55K,0,0.739,0.806,2,-5.723,1,0.0309,0.255,0.000176,0.442,0.807,137.524,212760,4
20,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,94,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
21,Mausam Raj Gupta,Happy New Year 2022 Song,1lTRbPKUMoeD0tHGdwQCaF,0,0.691,0.935,10,-2.545,1,0.349,0.389,0.0,0.496,0.652,130.035,269607,4
22,Kezia,AKU MASIH MEMIKIRKANMU,2KCikMsmJSBEgfOOskQ87P,75,0.569,0.384,7,-7.629,1,0.0345,0.927,9.65e-06,0.105,0.204,127.874,247211,4
23,Black Eyed Peas,I Gotta Feeling,5A0p8aEeWGtYiLupTsCQXI,0,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,289493,4
24,Tulus,Interaksi,32Pdf9eyXDEMoClEJW6yYP,75,0.464,0.344,9,-8.302,1,0.033,0.778,1.23e-06,0.132,0.751,177.713,170000,4
25,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",0eRHyLCekRpdkuuFu237b7,0,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,212800,4
26,NCT DREAM,Beatbox,0CatzXH85XWyBqqdB6qPMB,79,0.857,0.7,4,-4.189,0,0.074,0.0411,0.0,0.0334,0.773,93.997,205133,4
27,Nelly,Hot In Herre,4RXPyem2nYsL4550eP6bDF,0,0.957,0.745,11,-4.753,0,0.121,0.203,0.0,0.0615,0.913,107.077,228240,4
28,TREASURE,DARARI,0dcnrLo8s1rhjm8euGjI4n,81,0.716,0.638,0,-6.87,1,0.0392,0.486,0.0,0.0702,0.552,84.955,220716,4
29,Swedish House Mafia,Don't You Worry Child - Radio Edit,6MARDAexLrAjVz5fNDW9WO,0,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,211360,4
30,dhruv,double take,0QzuaeCEEOV40Pn7IvKEny,82,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,171743,4
31,Zedd,Stay,2tkPgj0Voqw5s2B4BsKxnU,0,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,210400,4
32,Abe Parker,Butterflies,6Xa2rrTpSLkpx887Y115mO,75,0.485,0.484,3,-7.036,1,0.0617,0.62,0.0,0.114,0.282,159.877,183938,3
33,Zedd,Clarity,6Rb8fTrmmivroJEy4avjRm,1,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,271427,4
34,Bad Bunny,MIA,2zadJqFZQOkQqNeO2GiywL,10,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.061,210368,4
35,Years & Years,Sweet Talker - Navos Remix,1YNA4lYtqfr76Qfilpmqgb,1,0.744,0.764,5,-5.535,0,0.0331,0.0112,8.22e-05,0.408,0.549,124.977,159913,4
36,LE SSERAFIM,FEARLESS,296nXCOv97WJNRWzIBQnoj,84,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,168437,4
37,Years & Years,Starstruck,6cOr55DUIJEK23glBJb1aU,0,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,207755,4
38,Jimin,With you,2gzhQaCTeNgxpeB2TPllyY,86,0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,201905,3
39,Years & Years,King,5SDcmsNECjlcP62MElEVrl,3,0.559,0.837,4,-4.062,0,0.0391,0.0617,0.0,0.393,0.446,119.958,214835,4
40,OneRepublic,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,91,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
41,Years & Years,Starstruck - Kylie Minogue Remix,1UQZtQbYLMW6GBfiorfrh4,4,0.613,0.867,9,-2.089,0,0.0817,0.0364,0.0,0.318,0.66,113.971,206068,4
42,Luthfi Aulia,Langit Favorit,3wFWiWUWoOSIDs6gRnrTge,70,0.287,0.299,9,-10.692,1,0.0281,0.489,0.0464,0.126,0.281,81.1,199848,4
43,MEDUZA,Lose Control,59yeBiuPekqUhkuOj96Wc8,0,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,168387,4
44,IVE,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,86,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
45,MEDUZA,Piece Of Your Heart,1D5bgpjwcxnxnECQEn7m1z,0,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,152913,4
46,Faouzia,"RIP, Love",3sYZo4HrHX8tkul5FhUpVo,74,0.595,0.583,2,-7.915,0,0.0346,0.00641,2.85e-06,0.325,0.422,100.018,173942,4
47,Tears For Fears,Everybody Wants To Rule The World,5V6x4Dbs70n0YUSfbLQYJE,0,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,253400,4
48,Denise Julia,NVMD,7ArVzlFsFsQXNseVXmdOyk,79,0.758,0.674,6,-4.533,1,0.108,0.0903,0.0,0.0902,0.424,97.977,181224,4
49,Mary J. Blige,Family Affair,2HNvVE43C2cgqFht62Vqph,0,0.926,0.56,8,-2.238,0,0.048,0.18,5.39e-05,0.0804,0.974,92.916,267960,4
50,Calum Scott,Heaven (feat. Lyodra),1jbLad4D0ES63R6dRhhXm9,70,0.473,0.349,2,-6.852,1,0.0361,0.619,0.0,0.109,0.39,117.697,194141,4
51,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2AklTah8huTcBtPGU3Tu5L,0,0.671,0.806,7,-5.198,0,0.0889,0.0305,1.2e-05,0.298,0.646,104.39,202440,4
52,BTS,Run BTS,69xohKu8C1fsflYAiSNbwM,89,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,204940,4
53,ACRAZE,Do It To It,2dPeFO5SPM4WewrtyxxuwL,0,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890,4
54,Jessi,ZOOM,4IaxDf2FixiQXq0mW7key9,83,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,174840,4
55,Spice Girls,Wannabe,36mtwkNhdENT8UDqOIZAb7,0,0.768,0.864,11,-6.149,1,0.0324,0.101,0.0,0.162,0.891,110.009,173027,4
56,The Temptations,My Girl,0Gd8GJUlNES5jJ5LiTwRSe,0,0.565,0.611,7,-4.592,1,0.0394,0.254,0.0,0.199,0.583,105.022,175933,4
57,Red Velvet,Feel My Rhythm,2oBMZYteeO8DyXV9gDx6Za,79,0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,210253,4
58,Smash Mouth,All Star,594T8WGti1SFxj7nA0bf0h,0,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373,4
59,OKAAY,Peneman Malam Sepi,68fBzBoxY5CuaHZNJ4AZFK,68,0.537,0.604,2,-7.14,1,0.0478,0.371,1.3e-06,0.0854,0.476,152.0,205396,4
60,Trinidad Cardona,Dinero,5dPBI7jxjts9RNdcPGc5DY,1,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,160880,4
61,ENHYPEN,Polaroid Love,5elW2CKSoqjYoJ32AGDxf1,80,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4
62,Chuck Berry,Johnny B. Goode,4G9GCltdw9FD3LsNEnnO30,0,0.493,0.889,10,-5.036,1,0.07,0.773,7.22e-05,0.323,0.97,169.898,159467,4
63,Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,95,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
64,twocolors,Lovefool,26AXFaooZfNBmEfFLH0i1p,0,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,190733,4
65,aespa,Life's Too Short (English Version),2mgzUVvDpb1zMSB4glLQ6T,77,0.472,0.8,0,-3.681,1,0.265,0.289,0.0,0.149,0.548,72.203,178133,4
66,The Supremes,You Can't Hurry Love,3rz3j6GgJToW32pPoK2ANL,0,0.709,0.692,7,-4.903,0,0.0338,0.199,0.0,0.106,0.624,96.624,181787,4
67,BTS,For Youth,4JzCFEc3O2UEdjKzevvFH5,85,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,264481,3
68,Trisha Yearwood,She's In Love With The Boy - Single Version,37EsSdsBRM9btPWpEQum0k,0,0.783,0.698,3,-8.268,1,0.0323,0.524,2.52e-06,0.0754,0.758,124.996,248200,4
69,Rizky Febian,Salah,6a1whVolhtgOTmxPYBLJDz,67,0.637,0.484,9,-8.845,1,0.0237,0.36,3.66e-05,0.171,0.786,95.023,251137,4
70,SEVENTEEN,HOT,6I2tqFhk8tq69iursYxuxd,81,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587,4
71,Rick James,Super Freak,3v4km1NkY4M8jZ7J4ohzHR,0,0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,204600,4
72,Vierra,Seandainya,1VMtsqCaMNErFRmmvt4exv,66,0.252,0.827,2,-4.971,1,0.0321,0.0836,0.000287,0.219,0.477,93.968,263467,3
73,TOMORROW X TOGETHER,Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,81,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,191038,4
74,INMBeatz,New Year New Me,2lGrMaDv56BVIxNrgT5GY7,21,0.726,0.371,1,-17.857,0,0.0722,0.021,0.664,0.114,0.0799,141.059,60966,4
75,PSY,That That (prod. & feat. SUGA of BTS),5oH4DQAuu1J1800RzUsBWa,85,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,174647,4
76,L'Arc-en-Ciel,ALL YEAR AROUND FALLING IN LOVE - Remastered 2022,5KOr7JBQfQ1vbjGa189Gw6,21,0.564,0.767,7,-5.839,1,0.0297,0.000279,0.000983,0.184,0.221,114.006,333880,4
77,Lizzo,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,95,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
78,Gaana Subash,Happy New Year 2022,7CT6n85AuowzdPKFl9cXM4,15,0.771,0.959,9,-4.118,0,0.294,0.31,0.0,0.17,0.712,81.526,260058,4
79,Tulus,Tujuh Belas,5TReP8XK4aTOe2m44ZjQqz,66,0.366,0.715,7,-6.27,1,0.0369,0.562,0.00079,0.167,0.674,104.964,254600,4
80,Jordan Tavita,100 Years From Now - The Voice Australia 2022 / Grand Finalist Original,423Fvj5rrjrP5TdTTmPLa1,29,0.286,0.469,9,-8.899,1,0.0386,0.303,4.98e-05,0.103,0.198,139.333,225811,4
81,NAYEON,POP!,3lOMJTQTd6J34faYwASc33,84,0.795,0.859,2,-2.994,1,0.0542,0.0361,0.0,0.0321,0.356,96.986,168107,4
82,Juicy Luicy,Tampar,2RHm5IDIZ8fYRGzBIo7exV,66,0.459,0.377,6,-9.024,1,0.0314,0.652,0.0,0.0947,0.433,169.896,202825,4
83,saturn,2022 my year fr,4u2gL1g6AgF2vlAURETOXi,31,0.429,0.834,0,-6.61,0,0.261,0.0106,0.0,0.163,0.664,179.932,110517,4
84,NMIXX,O.O,3lrNsPdn98i6rxO142pLT6,78,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,172936,4
85,WhispersRed ASMR,New Year Tingle Basket,7nrWOQFZWhFeyX9rKm44dk,17,0.473,0.296,5,-37.854,0,0.194,0.0604,0.00193,0.281,0.0299,103.638,3100640,3
86,Reality Club,Anything You Want,2QB8FwOszur18Ai7t2XnNi,66,0.21,0.58,5,-7.766,1,0.0307,0.00576,0.00827,0.391,0.313,175.769,236493,4
87,Hardage,Hysterical Years - Luca Elle Deep Remix,26iSIshoolIrb0jE135S3Q,0,0.767,0.586,7,-9.886,1,0.0639,0.0549,0.0615,0.478,0.343,120.022,408000,4
88,Tulus,Jatuh Suka,6PqWdGIYq5xdLaa4zCZfRp,66,0.39,0.44,6,-8.954,1,0.0355,0.668,0.000281,0.0982,0.356,89.213,235000,4
89,Robin Schulz,Young Right Now,4IPKCyPnd83RyvBOna7kM6,19,0.539,0.708,5,-6.189,1,0.0976,0.0129,0.0,0.14,0.381,123.039,186141,4
90,NCT DREAM,Never Goodbye,5EAfUqytXYbH0yUZR3QGli,69,0.786,0.572,11,-4.967,1,0.0399,0.282,0.0,0.0808,0.539,91.977,212800,4
91,Parmish Verma,New Year Mashup 2022,47cPZl4HLdo4mwH9kSb8m5,12,0.466,0.796,8,-6.13,0,0.0993,0.0217,0.0,0.325,0.577,130.018,232846,4
92,Tiko,Stressed Out,28SW36Bv0nTie4UsDeGXD7,66,0.789,0.749,0,-5.995,0,0.0458,0.174,3.08e-06,0.0806,0.822,117.935,124322,4
93,The Space Brothers,Your Place In The World (Extended Mix) - 2022 Remaster,4UXBXbOHkN2ByEW7GMi6E5,14,0.614,0.615,2,-7.971,1,0.043,0.13,0.0494,0.384,0.374,80.297,304011,4
94,Charlie Puth,Light Switch,1BSMpVGWs3v5BZKnAQziAc,86,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
95,Tulus,Ingkar,4oSmLeQkMd2kN4BzBLWAZS,65,0.241,0.328,7,-8.641,1,0.03,0.87,6.09e-05,0.125,0.35,86.429,252000,4
96,DJ Night Children,Happy New Year 2022 X DJ Joget Ma Chi Nya Kukuwa - Remix,0KmRxm6io6aPBGUKyUSYgM,3,0.839,0.829,0,-7.125,1,0.0341,0.197,0.193,0.255,0.867,134.997,268444,4
97,NIKI,Before,3z6Gmz2jadZZ9y5FOIWAqF,70,0.67,0.602,10,-8.731,1,0.131,0.485,6.66e-05,0.119,0.321,140.012,234058,4
98,Driveways,Ten Years Later (2022),5HcV3YJu0u1PERen9uSV0T,31,0.494,0.939,1,-3.608,1,0.0354,0.000768,0.0,0.118,0.645,140.992,189149,4
99,Budi Doremi,Mesin Waktu,1MgEuKnMKzbODJ5Ez94I64,65,0.448,0.309,9,-9.328,1,0.0283,0.845,0.0,0.13,0.385,139.977,262735,4
100,Sunny Hassan,2022 New Year Party Mashup,3Ykwfbeeo1jo5r5H7vToDV,11,0.752,0.902,5,-3.885,0,0.0492,0.311,0.000841,0.365,0.831,105.009,234266,4
101,(G)I-DLE,TOMBOY,0IGUXY4JbK18bu9oD4mPIm,81,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,174387,4
102,Norah Jones,Seven Years,3B26XqOpSrxKSPKWJCVlwF,32,0.592,0.193,7,-13.876,1,0.0334,0.955,0.00508,0.117,0.383,127.381,145414,4
103,Taylor Swift,willow,2GaWwYI6sPrwAXTYkoNbjH,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707,4
104,Surjit Bindrakhia,"Tera Yaar Bolda (From ""Phulkari (New Year Programme)"")",2FX6jC1tywXtuQsk1mbjBE,12,0.765,0.777,4,-9.547,1,0.0555,0.335,0.00437,0.287,0.918,157.871,336254,4
105,Taylor Swift,You Belong With Me (Taylor’s Version),0tjakmOR0E24e8uwVVAhka,0,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
106,Paul Partohap,P.S. I LOVE YOU,1w3azB0VuRFp79AduIwrIy,70,0.485,0.385,8,-8.939,1,0.0376,0.207,0.0551,0.0859,0.15,128.058,240903,3
107,Chris Feelding,My Year,4jOR0pSS3lflhFs1QJDnGS,0,0.617,0.865,9,-4.463,1,0.0435,0.00929,0.0073,0.26,0.297,122.985,233896,4
108,TREASURE,JIKJIN,2bnJ8IxZnVc2YmUaX0sZap,74,0.819,0.55,0,-6.57,1,0.0434,0.0367,0.0,0.0945,0.573,130.077,184118,4
109,GOT the beat,Step Back,3LCwQoTrdQgHsGJE5gGVqx,77,0.636,0.81,1,-2.035,1,0.101,0.0205,1.04e-05,0.596,0.611,161.897,228613,4
110,Zeekonthebeat,Happy New Years 2022,5bOP7QNXOdbaIP5uyN8Jrv,7,0.328,0.437,0,-18.794,0,0.0722,0.0314,0.0,0.612,0.253,93.994,93623,1
111,NIKI,Oceans & Engines,3vZk7OAUjMtVDNC852aNqi,62,0.395,0.309,1,-8.919,1,0.033,0.637,2.17e-05,0.0931,0.0673,142.012,336001,3
112,Fazilpuria,New Year Mashup 2022,2vHxqsn7wx28aEuaKz8MgS,8,0.702,0.865,7,-4.572,0,0.128,0.183,6.49e-06,0.333,0.545,104.837,177107,4
113,The Weeknd,I Feel It Coming,3HirJJ905Iqi7J0wJ1jPDM,4,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,269187,4
114,Oxygen,Am I On Your Mind (Lustral Remix) - 2022 Remaster,4LLGGhY3ZSRVw3IulVVVcy,10,0.521,0.858,7,-5.305,1,0.0545,1.85e-05,0.896,0.708,0.235,134.989,263657,4
115,The Weeknd,Take My Breath - Single Version,4mIbc7n9CtQwkrRydq4hp2,5,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
116,Avery Alexander,Stealth (10 Year Anniversary Edition),4vhI1QMQdiugqqyCCSqaf0,10,0.441,0.283,11,-23.314,1,0.0326,0.65,0.844,0.116,0.201,80.002,216094,4
117,The Weeknd,Call Out My Name,70CNDdq3YuE0GBzEUPsSEf,0,0.468,0.608,1,-4.938,1,0.0363,0.191,0.0,0.304,0.146,134.096,228373,3
118,Dhanraj Saurya,Naya Saal Ki Badhe - Happy New Year 2022,6M10oSeDrAJfAwYaJsecQN,8,0.429,0.526,8,-7.83,1,0.0611,0.808,7.68e-06,0.0857,0.433,200.067,163872,4
119,The Weeknd,I Was Never There,3fQp3Lreu8Bk7Kw69xfpns,0,0.323,0.737,10,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,112.923,241067,4
120,Workout Music Tv,For Thousand Years - Workout Remix 135 Bpm,5iHvnjK1ShCkhikbdvS5I2,10,0.686,0.883,8,-4.112,1,0.0478,0.00405,0.496,0.0761,0.947,134.978,241782,4
121,OKAAY,Lupa Nama Ingat Rasa,0hzhoejGqBsyzm4I3dwPld,64,0.679,0.832,9,-4.064,1,0.0474,0.195,0.0311,0.14,0.942,116.971,251741,4
122,Swashii,Progress - Remastered 2022,3pbTf8FL1vHlMotL0Pp38V,9,0.655,0.724,7,-5.996,0,0.191,0.00739,0.0,0.314,0.61,90.931,174000,4
123,Megan Thee Stallion,Sweetest Pie,7mFj0LlWtEJaEigguaWqYh,87,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,201334,4
124,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,8,0.699,0.639,2,-12.775,1,0.0477,0.0617,0.917,0.0773,0.18,124.99,376000,4
125,Evan Loss,Full Senyum Sayang,5iJjv9LgIpgZglbfT7RvGS,63,0.748,0.534,4,-7.731,1,0.0248,0.647,5.12e-05,0.125,0.716,99.987,246834,4
126,Alesso,Years,1T7BiLyFaZKCNNFAMP4PVz,9,0.362,0.858,2,-3.92,1,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,196347,4
127,j-hope,MORE,4XKXphKH76W4zNpkgFS5o2,87,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,180022,4
128,THE YELLOW MONKEY,Tactics - 2022 Remaster,1oJHNcGUnCW4NHk4CT8YFU,7,0.526,0.959,4,-3.613,0,0.0643,0.00773,0.0,0.325,0.696,117.105,268600,4
129,TAEYONG,Love Theory,1dmi9lVthTKjuemmO8ucWm,72,0.878,0.71,10,-5.127,1,0.0473,0.367,0.0,0.099,0.888,119.991,199920,4
130,THE YELLOW MONKEY,Rakuen - 2022 Remaster,5SJyhwUWLjdTRrJdkfF0qJ,5,0.369,0.974,4,-2.321,1,0.0782,0.000963,3.34e-06,0.0866,0.372,114.869,282773,4
131,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,82,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4
132,THE YELLOW MONKEY,BURN - 2022 Remaster,4p5QRpC7Xks4KFo74rPBrv,4,0.489,0.964,0,-2.911,1,0.0856,0.025,1.34e-06,0.343,0.31,116.086,315520,4
133,aespa,Illusion,5uFqjHOo3Sh0bVPCKf3DdH,77,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,195053,4
134,Carlo Rustichelli,"RoGoPaG Twist - From ""Ro.Go.Pa.G."" / Remastered 2022",2yuRiL4D6YuupXs2UiuVCG,8,0.477,0.543,2,-9.754,1,0.04,0.841,8.61e-05,0.0985,0.593,146.401,98400,4
135,Duke & Jones,Jiggle Jiggle,1I4lCSP69P74nU3a6Su5L2,83,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,97209,4
136,THE YELLOW MONKEY,MY WINDING ROAD - 2022 Remaster,1nsqDaT5U0tzDR4c0nWRln,3,0.479,0.954,4,-3.181,0,0.0497,0.00766,0.0,0.223,0.379,128.062,298627,4
137,RealestK,Love Me,4qgMPzf9QOETWQFUcFkHD4,72,0.569,0.325,7,-9.66,0,0.0376,0.67,0.0,0.141,0.274,122.051,207547,3
138,Danny Cocke,Before the War – SI 2022 Main Theme,0ZQgWgsIfaECd7Cket7TVO,16,0.399,0.579,1,-10.155,0,0.0295,0.000527,0.838,0.0968,0.158,92.512,274265,4
139,Post Malone,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,92,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
140,NCT DREAM,Glitch Mode,5b1PngLlxc7hj3fJXrE2Zm,71,0.634,0.78,0,-2.323,0,0.0963,0.0164,0.0,0.141,0.694,166.923,207053,4
141,Years & Years,Night Call,06TYyNEJuACii7JhCOPrlQ,8,0.73,0.822,8,-3.91,1,0.0502,0.0785,0.0,0.0858,0.783,119.991,170319,4
142,BTS,Born Singer,1IthE5GNiRzFN5CVaCa445,83,0.602,0.841,8,-3.334,0,0.109,0.0354,0.0,0.235,0.684,157.937,238628,4
143,L.A Band,Love Tonight (radio edit),1bg4L1Ai1P1JBwClbZjA7n,10,0.749,0.69,8,-12.124,1,0.0353,0.00662,0.0989,0.079,0.288,123.01,241321,4
144,Jack Harlow,First Class,1rDQ4oMwGJI7B4tovsBOxc,92,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,4
145,Ava Max,My Head & My Heart,4VAZH3smXXFMH2BGSP5RhU,10,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
146,Jung Kook,Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep,81,0.512,0.76,2,-5.889,0,0.0682,0.299,0.0,0.103,0.495,130.096,210928,4
147,Workout Music ,Beggin’ (Workout Mix),3aSEwDuVlabNvITpOKkiwT,10,0.674,0.87,11,-6.404,0,0.0415,0.00072,0.00875,0.0247,0.759,127.988,270069,4
148,Feby Putri,Halu,2dTIJVE0stqTvrhbpf7fFw,63,0.258,0.249,2,-14.543,1,0.0346,0.867,0.0308,0.11,0.104,87.283,265738,3
149,Workout Music Tv,For Thousand Years - Workout Remix 128 Bpm,6kTxJYwwnHKIzh0XUfrkrZ,8,0.655,0.883,8,-3.769,1,0.0387,0.000704,0.611,0.0933,0.941,127.993,255000,4
