,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
53,MEDUZA,Piece Of Your Heart,1D5bgpjwcxnxnECQEn7m1z,0,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,152913,4
54,TAEYEON,INVU,7rXcCpIAoOUCydkVDMcoPV,74,0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,204973,4
55,Tears For Fears,Everybody Wants To Rule The World,5V6x4Dbs70n0YUSfbLQYJE,0,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,253400,4
56,Jay Park,GANADARA (Feat. IU),5quFr5s5PXYfUX5jV2EBZ1,71,0.492,0.615,2,-6.663,1,0.244,0.196,0.0,0.0772,0.458,90.081,203728,4
57,Mary J. Blige,Family Affair,2HNvVE43C2cgqFht62Vqph,0,0.926,0.56,8,-2.238,0,0.048,0.18,5.39e-05,0.0804,0.974,92.916,267960,4
58,Bad Bunny,MIA,2zadJqFZQOkQqNeO2GiywL,10,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.061,210368,4
59,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2AklTah8huTcBtPGU3Tu5L,0,0.671,0.806,7,-5.198,0,0.0889,0.0305,1.2e-05,0.298,0.646,104.39,202440,4
60,ACRAZE,Do It To It,2dPeFO5SPM4WewrtyxxuwL,0,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890,4
61,Spice Girls,Wannabe,36mtwkNhdENT8UDqOIZAb7,0,0.768,0.864,11,-6.149,1,0.0324,0.101,0.0,0.162,0.891,110.009,173027,4
62,The Temptations,My Girl,0Gd8GJUlNES5jJ5LiTwRSe,0,0.565,0.611,7,-4.592,1,0.0394,0.254,0.0,0.199,0.583,105.022,175933,4
63,Smash Mouth,All Star,594T8WGti1SFxj7nA0bf0h,0,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373,4
64,Harry Styles,As It Was,4LRPiXqCikLlN15c3yImP7,99,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
65,Trinidad Cardona,Dinero,5dPBI7jxjts9RNdcPGc5DY,1,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,160880,4
66,YENA,SMILEY(Feat. BIBI),4zCIxSnVWpGNghERX4uWZF,69,0.652,0.91,9,-3.444,1,0.134,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
67,Chuck Berry,Johnny B. Goode,4G9GCltdw9FD3LsNEnnO30,0,0.493,0.889,10,-5.036,1,0.07,0.773,7.22e-05,0.323,0.97,169.898,159467,4
68,aespa,Life's Too Short (English Version),2mgzUVvDpb1zMSB4glLQ6T,77,0.472,0.8,0,-3.681,1,0.265,0.289,0.0,0.149,0.548,72.203,178133,4
69,twocolors,Lovefool,26AXFaooZfNBmEfFLH0i1p,0,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,190733,4
70,YOUNGTAK,Wanna go get some abalone,1lqpNH8LG7mzaRTxdUEyIC,48,0.706,0.784,3,-4.352,0,0.0551,0.0242,0.0,0.075,0.741,139.969,165413,4
71,The Supremes,You Can't Hurry Love,3rz3j6GgJToW32pPoK2ANL,0,0.709,0.692,7,-4.903,0,0.0338,0.199,0.0,0.106,0.624,96.624,181787,4
72,BIG Naughty,"Romance Symphony (Feat. CHANGMO, Jay Park)",3bUD1FmJClHcD0U7rIN0TR,58,0.445,0.666,4,-6.266,1,0.288,0.183,0.0,0.192,0.534,88.042,240840,4
73,Trisha Yearwood,She's In Love With The Boy - Single Version,37EsSdsBRM9btPWpEQum0k,0,0.783,0.698,3,-8.268,1,0.0323,0.524,2.52e-06,0.0754,0.758,124.996,248200,4
74,Lim Young Woong,Rainbow,50xSycnGMDy0Wg5jJcOv3S,49,0.641,0.889,8,-3.534,1,0.0541,0.0394,0.0,0.181,0.616,96.033,196400,4
75,NMIXX,O.O,1m2PksrrMpIev63uPxT1V0,64,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,172936,4
76,Rick James,Super Freak,3v4km1NkY4M8jZ7J4ohzHR,0,0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,204600,4
77,Lim Young Woong,"Our Blues, Our Life",2jidjmWNeRmKgLjXhW52Gz,50,0.381,0.405,1,-7.325,1,0.0325,0.629,0.0,0.418,0.273,130.94,207387,4
78,Norah Jones,Seven Years,3B26XqOpSrxKSPKWJCVlwF,32,0.592,0.193,7,-13.876,1,0.0334,0.955,0.00508,0.117,0.383,127.381,145414,4
79,Jessi,ZOOM,4IaxDf2FixiQXq0mW7key9,83,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,174840,4
80,STAYC,RUN2U,3gFcGnU4kTdMYLXDjH1TK8,76,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,213427,4
81,INMBeatz,New Year New Me,2lGrMaDv56BVIxNrgT5GY7,21,0.726,0.371,1,-17.857,0,0.0722,0.021,0.664,0.114,0.0799,141.059,60966,4
82,Avicii,Wake Me Up - Radio Edit,1ttfnKnROKJ7Z11ccjkCEc,1,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,246813,4
83,Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,95,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
84,Elton John,Cold Heart - PNAU Remix,4Rfyd7l9GhfpOvpKAaVg8S,23,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
85,fromis_9,DM,7B9W7Qsy5M2kyUNjQYIEG8,68,0.649,0.898,11,-3.291,0,0.11,0.0213,0.0,0.0576,0.663,122.028,204293,4
86,THE YELLOW MONKEY,Rosy Days - 2022 Remaster,5nlAtDjfqF58o3O9cATwE4,6,0.518,0.963,0,-3.516,1,0.0654,0.113,0.0,0.221,0.662,113.893,287960,4
87,Lim Young Woong,I Love You,2lsRp40mCRkhqULWdMbOzn,47,0.635,0.442,7,-5.919,1,0.0362,0.706,0.0,0.0929,0.609,110.862,239027,3
88,Last Year's Man,Time Brings Change,4ZLcLBGnrTGXVK48bzS9ss,15,0.485,0.292,3,-13.89,1,0.0274,0.59,9.87e-05,0.11,0.355,96.978,201329,4
89,BIG Naughty,Vancouver,4p4yxplNCSmt9xfaAMpcd5,53,0.622,0.604,6,-6.731,1,0.145,0.419,0.0,0.122,0.698,89.483,216280,4
90,Gaana Subash,Happy New Year 2022,7CT6n85AuowzdPKFl9cXM4,15,0.771,0.959,9,-4.118,0,0.294,0.31,0.0,0.17,0.712,81.526,260058,4
91,OneRepublic,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,91,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
92,THE YELLOW MONKEY,Tactics - 2022 Remaster,1oJHNcGUnCW4NHk4CT8YFU,7,0.526,0.959,4,-3.613,0,0.0643,0.00773,0.0,0.325,0.696,117.105,268600,4
93,(G)I-DLE,MY BAG,5MkmB9khBQE8R70ZqN2MP9,53,0.743,0.823,8,-3.929,0,0.256,0.0865,6.9e-05,0.154,0.768,188.134,160520,4
94,Force Majeure,Out Of My Mind - 2022 Remaster,5oFsYgfoaWsfQsEqq4ueSe,19,0.448,0.973,9,-4.336,0,0.0356,0.0202,0.894,0.284,0.29,137.822,242916,4
95,aespa,도깨비불 (Illusion),5o0hXCXwwswm8Ij2w2ZxfK,45,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,195053,4
96,Charlie Puth,Light Switch,3AVXwaOGCEL8cmBecfcsFJ,81,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
97,Josef Strauss,"Phönix-Marsch, Op. 105",1mhUDxfJryrpt9E7LZaRQC,21,0.606,0.414,3,-16.093,1,0.0343,0.905,0.943,0.294,0.829,107.983,122000,4
98,Joosiq,Baby I Need You,7F7s8Hh6h1PgGUyVzpRfDs,56,0.73,0.558,4,-4.403,1,0.0418,0.354,0.0,0.165,0.744,100.044,215400,4
99,THE YELLOW MONKEY,BURN - 2022 Remaster,4p5QRpC7Xks4KFo74rPBrv,4,0.489,0.964,0,-2.911,1,0.0856,0.025,1.34e-06,0.343,0.31,116.086,315520,4
100,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV,83,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
101,L'Arc-en-Ciel,ALL YEAR AROUND FALLING IN LOVE - Remastered 2022,5KOr7JBQfQ1vbjGa189Gw6,21,0.564,0.767,7,-5.839,1,0.0297,0.000279,0.000983,0.184,0.221,114.006,333880,4
102,V,Christmas Tree,3sd3HIsexBWBQZKYBJLuh5,71,0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,209947,4
103,Hardage,Hysterical Years - Luca Elle Deep Remix,26iSIshoolIrb0jE135S3Q,0,0.767,0.586,7,-9.886,1,0.0639,0.0549,0.0615,0.478,0.343,120.022,408000,4
104,Lim Young Woong,A bientot,4Cr43xPo7bwyCcL1g3yVCu,46,0.606,0.729,0,-4.555,1,0.0804,0.268,0.0,0.271,0.527,73.967,256373,4
105,Robin Schulz,Young Right Now,4IPKCyPnd83RyvBOna7kM6,19,0.539,0.708,5,-6.189,1,0.0976,0.0129,0.0,0.14,0.381,123.039,186141,4
106,fromis_9,Stay This Way,3pqgVtpnQbBAZoWT4AEm1B,66,0.682,0.855,11,-2.421,1,0.0553,0.0709,0.0,0.046,0.764,123.945,195653,4
107,Parmish Verma,New Year Mashup 2022,47cPZl4HLdo4mwH9kSb8m5,12,0.466,0.796,8,-6.13,0,0.0993,0.0217,0.0,0.325,0.577,130.018,232846,4
108,GOT the beat,Step Back,3LCwQoTrdQgHsGJE5gGVqx,77,0.636,0.81,1,-2.035,1,0.101,0.0205,1.04e-05,0.596,0.611,161.897,228613,4
109,Guru Randhawa,"Dance Meri Rani (From ""Dance Meri Rani"")",1c3aklQsFCwptZyLcvE2oe,18,0.9,0.589,10,-6.862,0,0.173,0.0334,0.0139,0.0805,0.678,107.993,223190,4
110,Leellamarz,Don′t do That,5OiD0uUNxZkSyG3opReDlx,52,0.884,0.649,10,-6.325,1,0.0734,0.353,0.0,0.0766,0.974,132.014,135120,4
111,The Space Brothers,Your Place In The World (Extended Mix) - 2022 Remaster,4UXBXbOHkN2ByEW7GMi6E5,14,0.614,0.615,2,-7.971,1,0.043,0.13,0.0494,0.384,0.374,80.297,304011,4
112,Lim Young Woong,Love Letter,0yfQBmmOIVqiwhV5u10EhN,45,0.488,0.132,2,-12.332,1,0.0389,0.942,4.3e-05,0.108,0.209,136.189,215040,4
113,Johann Strauss II,Die Fledermaus: Overtüre,2VIefSHPIMd7B6QPpX54Qu,20,0.319,0.148,2,-19.195,1,0.0438,0.948,0.811,0.199,0.164,95.359,513000,3
114,BTS,Butter,6jjYDGxVJsWS0a5wlVF5vS,82,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,164952,4
115,THE YELLOW MONKEY,JAM - 2022 Remaster,4QgSrt2SqD0kRP59aiBRrL,5,0.282,0.862,0,-3.578,1,0.0484,0.00392,0.0,0.107,0.366,113.808,319987,3
116,Lim Young Woong,Father,365znJ27Fb3faGsctmQYWR,45,0.314,0.363,7,-7.236,1,0.0289,0.765,0.0,0.189,0.243,139.695,238107,4
117,Social Creatures,Seven Years,7hTp6fqhhfl3jrrvWEGW5r,14,0.503,0.77,8,-7.379,1,0.0356,0.00511,1.11e-05,0.127,0.558,141.996,235178,4
118,THE YELLOW MONKEY,The Sun Is Burning - 2022 Remaster,10L4lgkOgvyGHcddFWebed,4,0.524,0.967,4,-3.138,1,0.0821,0.000741,0.0,0.1,0.618,123.037,298747,4
119,ENHYPEN,Polaroid Love,5elW2CKSoqjYoJ32AGDxf1,80,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4
120,Sunny Hassan,2022 New Year Party Mashup,3Ykwfbeeo1jo5r5H7vToDV,11,0.752,0.902,5,-3.885,0,0.0492,0.311,0.000841,0.365,0.831,105.009,234266,4
121,SEVENTEEN,Darl+ing,6vo0dV9t7PCQZKsLFwVwZ5,75,0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,176547,4
122,Last Year's Man,'Neath the Harrowed Sky,4fLc4EG3fjEvS7l1qiI22w,13,0.572,0.413,0,-13.481,0,0.0333,0.557,0.00496,0.112,0.452,166.009,222374,4
123,BOL4,Love story,6uEWYpv8HNAdbwHlqemG1F,54,0.865,0.822,4,-3.261,1,0.0548,0.432,0.0,0.0989,0.634,114.058,197333,4
124,Jordan Tavita,100 Years From Now - The Voice Australia 2022 / Grand Finalist Original,423Fvj5rrjrP5TdTTmPLa1,29,0.286,0.469,9,-8.899,1,0.0386,0.303,4.98e-05,0.103,0.198,139.333,225811,4
125,Lizzo,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,95,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
126,Menachem 26,Istanbul 2022,5VnuU70qRWGrkLPkMLTiD4,26,0.791,0.756,9,-8.457,1,0.0445,0.0138,0.795,0.0716,0.203,112.994,309494,4
127,Lim Young Woong,Lovely Touch,7x3SGAkfIrzDr9paSslwMv,44,0.372,0.551,6,-3.508,1,0.0324,0.536,0.0,0.226,0.444,105.104,195173,3
128,Surjit Bindrakhia,"Tera Yaar Bolda (From ""Phulkari (New Year Programme)"")",2FX6jC1tywXtuQsk1mbjBE,12,0.765,0.777,4,-9.547,1,0.0555,0.335,0.00437,0.287,0.918,157.871,336254,4
129,NCT DREAM,Glitch Mode,5b1PngLlxc7hj3fJXrE2Zm,71,0.634,0.78,0,-2.323,0,0.0963,0.0164,0.0,0.141,0.694,166.923,207053,4
130,JO YURI,Love Shhh!,00vy9aiFjxMfnKniQAYzrC,67,0.724,0.921,9,-1.489,1,0.0786,0.0709,0.0,0.121,0.748,118.008,199067,4
131,THE YELLOW MONKEY,Rakuen - 2022 Remaster,5SJyhwUWLjdTRrJdkfF0qJ,5,0.369,0.974,4,-2.321,1,0.0782,0.000963,3.34e-06,0.0866,0.372,114.869,282773,4
132,(G)I-DLE,Never Stop Me,1iBzUztYothYmLyDQtGm59,46,0.665,0.915,2,-2.535,1,0.136,0.0364,0.0,0.324,0.575,149.936,144240,4
133,THE YELLOW MONKEY,SPARK - 2022 Remaster,4ujD4hVZgeCaXIHozlEBno,5,0.3,0.942,6,-1.956,0,0.102,0.000698,0.00922,0.111,0.255,165.376,252867,4
134,Kep1er,WA DA DA,4gdiCHNbwugojBqr5Jt3pq,77,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,183693,4
135,THE YELLOW MONKEY,DANDAN - 2022 Remaster,4D4n0nuqBQ5k7eLtNYs2vU,5,0.638,0.926,7,-3.598,1,0.0484,0.116,2.91e-06,0.0862,0.929,133.966,233320,4
136,YOUNGTAK,MMM,6hLDLjfNsCOs5Z7rCBnmqL,40,0.589,0.958,0,-2.319,1,0.161,0.0848,0.0,0.497,0.745,128.085,177627,4
137,THE YELLOW MONKEY,Primal. - 2022 Remaster,7fYX46VXhDuuoc3UcYKBaw,3,0.62,0.917,9,-3.806,1,0.0337,0.000487,0.0,0.113,0.581,124.857,258427,4
138,Lim Young Woong,Love Station,2D1xAiDD33nqcxtSMH30hO,43,0.663,0.636,11,-3.698,1,0.0269,0.677,0.0,0.147,0.913,101.983,191293,4
139,THE YELLOW MONKEY,Scorching Night - 2022 Remaster,22q2BN6kzKVl9dkcIhS6VE,1,0.453,0.98,9,-1.879,1,0.0843,0.00807,0.0,0.114,0.501,131.767,284227,4
140,BTS,Euphoria,2r8F0VYPom2XP4cKAzWLLE,70,0.635,0.79,2,-4.897,1,0.0336,0.404,0.0,0.0919,0.577,104.936,228615,4
141,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,19,0.418,0.125,2,-20.471,1,0.0324,0.936,0.811,0.142,0.356,97.058,434000,3
142,Post Malone,Cooped Up (with Roddy Ricch),7DwcBgdzqhFJltEaV1XF81,86,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
143,Johann Strauss II,"Champagner-Polka, Op. 211",0ceAZnQanR0on8E9HLmZK2,16,0.581,0.215,3,-20.23,1,0.0372,0.912,0.919,0.174,0.838,127.378,146000,4
144,Lim Young Woong,Nest,05STjz8kmPBUebu3uu5sO0,43,0.643,0.841,2,-3.834,0,0.0665,0.0133,1.39e-06,0.312,0.764,145.999,172280,4
145,Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",0NQlZbWIFXIkKIhFsMH1ZI,16,0.493,0.42,9,-15.651,1,0.0427,0.929,0.901,0.0625,0.58,89.198,132000,4
146,TOMORROW X TOGETHER,Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,81,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,191038,4
147,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,21,0.363,0.0472,2,-19.968,1,0.039,0.967,0.826,0.162,0.0745,114.36,208000,4
148,MIYEON,Drive,73zHOJRs3EE5aoXCP5frSh,47,0.651,0.861,9,-2.089,1,0.0354,0.381,0.0,0.231,0.596,107.981,201613,4
149,Johann Strauss I,"Radetzky-Marsch, Op. 228",6VB4GnzupnwBCA17kQFqdw,17,0.628,0.347,9,-15.495,1,0.0334,0.887,0.971,0.202,0.69,96.247,210000,4
